Order_ID,Order_Date,Customer_ID,City,Category,Product_Name,Quantity,Unit_Price,Revenue,Cost,Profit,Payment_Method,Sales_Channel,Customer_Rating,Marketing_Campaign,Customer_Type,discount_percentage,cost_validation,Month,Month_number
100996,19/09/2024,C1533,Delhi,Fashion,T-Shirt,2,2897.00,5794.00,4588.66,1205.34,Debit Card,Online,5.00,None,Returning,0.00,TRUE,September,9
100997,07/06/2024,C1176,Chennai,Electronics,Laptop,3,4915.00,12533.25,10962.81,1570.44,Wallet,Store,5.00,Email,New,0.15,TRUE,June,6
100998,05/10/2024,C1450,Mumbai,Sports,Bat,5,2955.00,11081.25,10440.96,640.29,Cash,Store,5.00,Social Media,New,0.25,TRUE,October,10
100999,04/08/2025,C1423,Mumbai,Home,Cookware,2,2769.00,4707.30,4267.14,440.16,UPI,Store,5.00,Festival Offer,New,0.15,TRUE,August,8
101000,23/03/2025,C1373,Delhi,Beauty,Shampoo,4,2070.00,7452.00,6610.59,841.41,Cash,Online,5.00,Email,New,0.10,TRUE,March,3
101001,12/02/2024,C1288,Delhi,Beauty,Shampoo,4,1719.00,6876.00,4638.17,2237.83,Wallet,Store,5.00,Email,New,0.00,TRUE,February,2
101002,08/08/2025,C1338,Chennai,Electronics,Laptop,2,4648.00,8831.20,4975.49,3855.71,Wallet,Store,5.00,Festival Offer,Returning,0.05,TRUE,August,8
101003,03/09/2025,C1429,Bengaluru,Electronics,Tablet,2,3129.00,6258.00,3182.24,3075.76,UPI,Store,5.00,Email,New,0.00,TRUE,September,9
101004,19/02/2024,C1033,Vizag,Electronics,Phone,5,3015.00,14321.25,10056.19,4265.06,Debit Card,Store,5.00,Email,Returning,0.05,TRUE,February,2
101005,17/03/2024,C1492,Hyderabad,Electronics,Phone,5,1265.00,6008.75,3194.47,2814.28,UPI,Store,5.00,Social Media,New,0.05,TRUE,March,3
101006,09/07/2025,C1062,Pune,Fashion,Jeans,3,1983.00,5949.00,4227.54,1721.46,UPI,Store,5.00,Summer Sale,New,0.00,TRUE,July,7
101007,19/05/2024,C1071,Chennai,Home,Table,4,1761.00,5635.20,4780.82,854.38,Cash,Store,5.00,Summer Sale,Returning,0.20,TRUE,May,5
101008,30/03/2025,C1455,Bengaluru,Home,Cookware,3,468.00,1053.00,865.90,187.10,UPI,Store,5.00,Summer Sale,Returning,0.25,TRUE,March,3
101009,07/06/2024,C1672,Mumbai,Sports,Shoes,3,1048.00,2515.20,2132.69,382.51,UPI,Store,5.00,Summer Sale,Returning,0.20,TRUE,June,6
101010,04/08/2025,C1610,Hyderabad,Home,Lamp,2,3231.00,5815.80,5006.23,809.57,Credit Card,Online,5.00,Summer Sale,Returning,0.10,TRUE,August,8
101011,08/06/2025,C1116,Chennai,Home,Cookware,4,3821.00,12991.40,8756.59,4234.81,Debit Card,Store,5.00,Summer Sale,New,0.15,TRUE,June,6
101012,30/01/2025,C1347,Bengaluru,Electronics,Headphones,4,3476.00,10428.00,9008.14,1419.86,Cash,Store,5.00,Summer Sale,Returning,0.25,TRUE,January,1
101013,21/07/2025,C1586,Chennai,Electronics,Phone,2,2139.00,3636.30,1975.70,1660.60,Wallet,Online,5.00,Summer Sale,Returning,0.15,TRUE,July,7
101014,07/11/2024,C1168,Bengaluru,Fashion,Jacket,5,653.00,3265.00,2230.47,1034.53,Credit Card,Store,5.00,Summer Sale,Returning,0.00,TRUE,November,11
101015,15/08/2024,C1133,Bengaluru,Electronics,Phone,1,297.00,297.00,244.63,52.37,Debit Card,Online,5.00,Summer Sale,New,0.00,TRUE,August,8
101016,22/01/2025,C1412,Vizag,Grocery,Milk,1,4352.00,4134.40,3036.49,1097.91,Cash,Store,5.00,Summer Sale,Returning,0.05,TRUE,January,1
101017,04/01/2025,C1300,Bengaluru,Electronics,Headphones,2,1947.00,2920.50,2333.86,586.64,Wallet,Store,5.00,Summer Sale,Returning,0.25,TRUE,January,1
101018,24/11/2024,C1390,Vizag,Home,Table,5,2197.00,10985.00,8317.27,2667.73,Cash,Store,5.00,Summer Sale,Returning,0.00,TRUE,November,11
101019,16/07/2024,C1328,Delhi,Sports,Yoga Mat,4,559.00,2012.40,1910.05,102.35,UPI,Online,5.00,Summer Sale,New,0.10,TRUE,July,7
101020,15/07/2024,C1101,Hyderabad,Electronics,Phone,2,456.00,866.40,454.34,412.06,Cash,Store,5.00,Summer Sale,Returning,0.05,TRUE,July,7
101021,31/08/2025,C1089,Chennai,Beauty,Shampoo,1,2747.00,2747.00,2085.45,661.55,UPI,Online,5.00,Summer Sale,Returning,0.00,TRUE,August,8
101022,16/07/2024,C1034,Hyderabad,Beauty,Cream,3,1997.00,4493.25,3459.70,1033.55,UPI,Online,5.00,Summer Sale,New,0.25,TRUE,July,7
101023,28/08/2025,C1065,Vizag,Beauty,Shampoo,3,997.00,2542.35,2168.63,373.72,UPI,Store,5.00,Summer Sale,New,0.15,TRUE,August,8
101024,02/07/2024,C1391,Delhi,Beauty,Shampoo,1,4280.00,3210.00,1977.52,1232.48,Credit Card,Store,5.00,Summer Sale,Returning,0.25,TRUE,July,7
101025,26/03/2025,C1418,Chennai,Fashion,Jeans,1,1634.00,1552.30,1448.48,103.82,UPI,Store,5.00,Summer Sale,Returning,0.05,TRUE,March,3
101026,22/02/2025,C1112,Hyderabad,Electronics,Phone,5,3225.00,16125.00,11621.61,4503.39,Debit Card,Online,5.00,Summer Sale,Returning,0.00,TRUE,February,2
101027,25/05/2024,C1382,Delhi,Grocery,Snacks,4,887.00,2661.00,2395.59,265.41,Credit Card,Store,5.00,Summer Sale,New,0.25,TRUE,May,5
101028,08/11/2024,C1467,Bengaluru,Electronics,Phone,4,1109.00,3992.40,3864.87,127.53,Debit Card,Online,5.00,Summer Sale,New,0.10,TRUE,November,11
101029,25/07/2024,C1653,Hyderabad,Electronics,Phone,5,289.00,1300.50,772.33,528.17,UPI,Online,5.00,Summer Sale,New,0.10,TRUE,July,7
101030,26/10/2025,C1466,Mumbai,Electronics,Headphones,3,4313.00,12939.00,9894.36,3044.64,Debit Card,Store,5.00,Summer Sale,New,0.00,TRUE,October,10
101031,05/10/2025,C1788,Delhi,Grocery,Oil,1,964.00,964.00,623.55,340.45,Wallet,Online,5.00,Summer Sale,New,0.00,TRUE,October,10
101032,12/05/2024,C1714,Chennai,Sports,Bat,5,4353.00,16323.75,14940.48,1383.27,Wallet,Store,5.00,Summer Sale,New,0.25,TRUE,May,5
101033,07/10/2024,C1087,Bengaluru,Home,Table,2,324.00,583.20,524.76,58.44,Debit Card,Store,5.00,Summer Sale,Returning,0.10,TRUE,October,10
101034,10/07/2024,C1751,Mumbai,Fashion,Jeans,3,4051.00,11545.35,8118.55,3426.80,Credit Card,Online,5.00,Summer Sale,Returning,0.05,TRUE,July,7
101035,04/12/2024,C1764,Pune,Sports,Shoes,5,2258.00,9596.50,7432.16,2164.34,Credit Card,Online,5.00,Summer Sale,Returning,0.15,TRUE,December,12
101036,26/08/2025,C1220,Delhi,Electronics,Tablet,1,4099.00,3894.05,2028.78,1865.27,Wallet,Online,5.00,Summer Sale,Returning,0.05,TRUE,August,8
101037,23/07/2024,C1575,Hyderabad,Beauty,Cream,2,1432.00,2291.20,1673.97,617.23,Debit Card,Store,5.00,Summer Sale,New,0.20,TRUE,July,7
101038,13/04/2024,C1026,Delhi,Beauty,Face Wash,2,1414.00,2686.60,1665.17,1021.43,UPI,Online,5.00,Summer Sale,Returning,0.05,TRUE,April,4
101039,14/11/2025,C1391,Hyderabad,Beauty,Cream,5,4833.00,20540.25,17470.87,3069.38,Wallet,Online,5.00,Summer Sale,New,0.15,TRUE,November,11
101040,23/02/2024,C1700,Vizag,Electronics,Headphones,4,1742.00,6271.20,6158.91,112.29,Wallet,Online,5.00,Summer Sale,New,0.10,TRUE,February,2
101041,24/04/2025,C1251,Vizag,Beauty,Cream,5,1820.00,8645.00,5779.23,2865.77,Cash,Store,5.00,Summer Sale,New,0.05,TRUE,April,4
101042,15/11/2025,C1201,Pune,Sports,Shoes,4,1424.00,5696.00,5108.19,587.81,UPI,Store,5.00,Summer Sale,Returning,0.00,TRUE,November,11
101043,30/09/2024,C1085,Mumbai,Fashion,Shoes,3,4725.00,13466.25,9496.88,3969.37,UPI,Store,5.00,Summer Sale,New,0.05,TRUE,September,9
101044,17/07/2025,C1772,Delhi,Sports,Football,2,602.00,1083.60,710.56,373.04,UPI,Store,5.00,Summer Sale,Returning,0.10,TRUE,July,7
101045,25/11/2024,C1378,Pune,Fashion,Jacket,2,2407.00,3851.20,2659.88,1191.32,Debit Card,Online,5.00,Summer Sale,New,0.20,TRUE,November,11
101046,15/08/2024,C1144,Vizag,Fashion,Shoes,5,2781.00,10428.75,7021.76,3406.99,UPI,Store,5.00,Summer Sale,New,0.25,TRUE,August,8
101047,01/08/2025,C1594,Pune,Beauty,Shampoo,5,589.00,2356.00,1813.26,542.74,Debit Card,Store,5.00,Summer Sale,Returning,0.20,TRUE,August,8
101048,26/02/2024,C1339,Bengaluru,Electronics,Phone,5,1628.00,6919.00,3918.98,3000.02,Wallet,Store,5.00,Summer Sale,New,0.15,TRUE,February,2
101049,12/04/2024,C1094,Chennai,Home,Chair,1,847.00,804.65,488.23,316.42,Wallet,Store,5.00,Summer Sale,New,0.05,TRUE,April,4
101050,08/07/2025,C1331,Hyderabad,Electronics,Laptop,2,2511.00,5022.00,4085.36,936.64,Wallet,Store,5.00,Summer Sale,New,0.00,TRUE,July,7
101051,26/12/2024,C1081,Chennai,Beauty,Shampoo,4,3149.00,10706.60,9181.77,1524.83,Credit Card,Online,5.00,Summer Sale,New,0.15,TRUE,December,12
101052,01/01/2024,C1084,Pune,Fashion,Shoes,3,881.00,1982.25,1400.02,582.23,Cash,Store,5.00,Summer Sale,New,0.25,TRUE,January,1
101053,12/04/2024,C1362,Pune,Electronics,Laptop,1,4225.00,4225.00,2197.79,2027.21,Wallet,Online,5.00,Summer Sale,Returning,0.00,TRUE,April,4
101054,16/04/2024,C1601,Delhi,Home,Lamp,1,2047.00,1637.60,1060.29,577.31,Debit Card,Online,5.00,Summer Sale,Returning,0.20,TRUE,April,4
101055,08/02/2025,C1020,Pune,Beauty,Cream,1,2808.00,2667.60,1423.49,1244.11,UPI,Online,5.00,Summer Sale,New,0.05,TRUE,February,2
101056,10/07/2025,C1597,Hyderabad,Unavailable,Table,1,4879.00,4391.10,2627.18,1763.92,Cash,Store,5.00,Summer Sale,New,0.10,TRUE,July,7
101057,15/03/2025,C1239,Chennai,Sports,Bat,4,2240.00,8960.00,7488.13,1471.87,Wallet,Store,5.00,Summer Sale,Returning,0.00,TRUE,March,3
101058,07/03/2024,C1452,Hyderabad,Grocery,Snacks,4,4038.00,15344.40,7534.99,7809.41,Credit Card,Online,5.00,Summer Sale,Returning,0.05,TRUE,March,3
101059,28/04/2025,C1415,Mumbai,Home,Chair,5,3352.00,16760.00,8835.38,7924.62,Wallet,Online,5.00,Summer Sale,New,0.00,TRUE,April,4
101060,12/10/2024,C1695,Hyderabad,Grocery,Rice,5,3801.00,17104.50,15213.46,1891.04,Cash,Store,5.00,Summer Sale,Returning,0.10,TRUE,October,10
101061,18/10/2025,C1089,Pune,Electronics,Headphones,1,1258.00,943.50,866.64,76.86,Debit Card,Online,5.00,Summer Sale,New,0.25,TRUE,October,10
101062,22/02/2025,C1105,Vizag,Beauty,Cream,4,298.00,1132.40,1056.44,75.96,Credit Card,Store,5.00,Summer Sale,Returning,0.05,TRUE,February,2
101063,17/03/2024,C1214,Bengaluru,Sports,Football,3,1256.00,3579.60,2129.10,1450.50,Debit Card,Store,5.00,Summer Sale,Returning,0.05,TRUE,March,3
101064,12/08/2025,C1498,Bengaluru,Beauty,Shampoo,5,4096.00,16384.00,13683.83,2700.17,Debit Card,Online,5.00,Summer Sale,New,0.20,TRUE,August,8
101065,13/04/2024,C1197,Bengaluru,Fashion,Shoes,5,2712.00,12882.00,7466.57,5415.43,Debit Card,Online,5.00,Summer Sale,New,0.05,TRUE,April,4
101066,16/12/2024,C1583,Hyderabad,Electronics,Tablet,5,1852.00,6945.00,6237.72,707.28,Debit Card,Online,5.00,Summer Sale,New,0.25,TRUE,December,12
101067,05/04/2024,C1547,Delhi,Sports,Football,2,3087.00,5247.90,3753.26,1494.64,UPI,Store,5.00,Summer Sale,New,0.15,TRUE,April,4
101068,19/12/2024,C1682,Pune,Fashion,Jacket,2,2778.00,5000.40,4087.67,912.73,UPI,Online,5.00,Summer Sale,Returning,0.10,TRUE,December,12
101069,17/05/2024,C1759,Mumbai,Fashion,Jacket,2,4989.00,8980.20,6289.70,2690.50,Cash,Store,5.00,Summer Sale,Returning,0.10,TRUE,May,5
101070,06/01/2025,C1593,Delhi,Sports,Football,5,3711.00,13916.25,13873.96,42.29,Debit Card,Online,5.00,Summer Sale,Returning,0.25,TRUE,January,1
101071,12/05/2025,C1716,Hyderabad,Sports,Yoga Mat,1,4236.00,3600.60,2061.45,1539.15,Debit Card,Store,5.00,Summer Sale,Returning,0.15,TRUE,May,5
101072,31/01/2024,C1491,Delhi,Home,Cookware,3,1281.00,3458.70,2305.26,1153.44,Cash,Store,5.00,Summer Sale,New,0.10,TRUE,January,1
101073,25/08/2025,C1225,Hyderabad,Fashion,T-Shirt,3,372.00,892.80,780.38,112.42,UPI,Online,1.00,Email,New,0.20,TRUE,August,8
101074,14/12/2024,C1188,Hyderabad,Electronics,Laptop,5,2529.00,10748.25,8414.25,2334.00,Cash,Online,1.00,Social Media,New,0.15,TRUE,December,12
101075,25/10/2024,C1033,Bengaluru,Fashion,T-Shirt,4,3890.00,11670.00,11159.87,510.13,Debit Card,Store,1.00,Email,New,0.25,TRUE,October,10
101076,23/03/2024,C1612,Hyderabad,Beauty,Cream,3,4299.00,10317.60,8669.46,1648.14,Debit Card,Store,1.00,Festival Offer,New,0.20,TRUE,March,3
101077,29/04/2025,C1722,Vizag,Sports,Yoga Mat,2,3565.00,7130.00,4229.37,2900.63,Credit Card,Store,1.00,None,Returning,0.00,TRUE,April,4
101078,20/04/2025,C1717,Chennai,Sports,Shoes,5,2013.00,7548.75,4815.58,2733.17,UPI,Online,1.00,Email,Returning,0.25,TRUE,April,4
101079,30/12/2025,C1454,Hyderabad,Electronics,Tablet,4,3692.00,11076.00,7363.07,3712.93,Debit Card,Online,1.00,Email,Returning,0.25,TRUE,December,12
101080,03/11/2025,C1643,Hyderabad,Grocery,Milk,1,3125.00,3125.00,1891.13,1233.87,Debit Card,Online,1.00,None,Returning,0.00,TRUE,November,11
101081,06/02/2025,C1541,Bengaluru,Electronics,Phone,3,1171.00,3337.35,3150.39,186.96,Credit Card,Online,1.00,Social Media,Returning,0.05,TRUE,February,2
101082,02/07/2025,C1293,Hyderabad,Sports,Yoga Mat,1,337.00,269.60,261.17,8.43,Cash,Online,1.00,None,New,0.20,TRUE,July,7
101083,22/06/2024,C1142,Chennai,Beauty,Face Wash,5,4468.00,21223.00,16942.48,4280.52,Cash,Online,1.00,Social Media,Returning,0.05,TRUE,June,6
101084,02/06/2025,C1708,Mumbai,Electronics,Tablet,5,4125.00,16500.00,13001.22,3498.78,Debit Card,Online,1.00,Email,New,0.20,TRUE,June,6
101085,11/08/2024,C1435,Hyderabad,Grocery,Milk,5,540.00,2025.00,1751.26,273.74,Credit Card,Store,1.00,Email,Returning,0.25,TRUE,August,8
101086,02/11/2024,C1140,Mumbai,Fashion,Jacket,1,1039.00,1039.00,614.06,424.94,Credit Card,Online,1.00,None,New,0.00,TRUE,November,11
101087,30/12/2025,C1590,Pune,Electronics,Headphones,4,2428.00,7769.60,4649.55,3120.05,Cash,Store,1.00,None,New,0.20,TRUE,December,12
101088,04/10/2025,C1151,Vizag,Electronics,Tablet,1,3766.00,3577.70,3384.77,192.93,Debit Card,Online,1.00,None,Returning,0.05,TRUE,October,10
101089,27/09/2024,C1392,Pune,Electronics,Laptop,3,4587.00,12384.90,11628.76,756.14,Wallet,Store,1.00,Email,Returning,0.10,TRUE,September,9
101090,21/01/2024,C1049,Pune,Sports,Football,5,592.00,2220.00,1476.01,743.99,Cash,Store,1.00,Social Media,New,0.25,TRUE,January,1
101091,16/06/2025,C1276,Delhi,Fashion,T-Shirt,3,3647.00,8205.75,5420.62,2785.13,Credit Card,Store,1.00,Email,New,0.25,TRUE,June,6
101092,28/09/2025,C1274,Pune,Electronics,Phone,2,2892.00,5205.60,4931.08,274.52,Debit Card,Online,1.00,Social Media,Returning,0.10,TRUE,September,9
101093,20/10/2025,C1160,Delhi,Beauty,Cream,2,4773.00,7636.80,4530.10,3106.70,Cash,Online,1.00,Email,New,0.20,TRUE,October,10
101094,15/04/2024,C1413,Mumbai,Home,Lamp,1,4274.00,3205.50,3179.93,25.57,Wallet,Online,1.00,None,New,0.25,TRUE,April,4
101095,20/12/2025,C1759,Vizag,Beauty,Face Wash,4,1051.00,3993.80,2909.12,1084.68,UPI,Online,1.00,Email,New,0.05,TRUE,December,12
101096,23/05/2024,C1551,Bengaluru,Sports,Football,2,871.00,1567.80,1457.05,110.75,UPI,Online,1.00,None,Returning,0.10,TRUE,May,5
101097,12/09/2024,C1633,Chennai,Fashion,Jeans,3,1893.00,5395.05,3073.73,2321.32,UPI,Online,1.00,None,New,0.05,TRUE,September,9
101098,18/12/2025,C1767,Hyderabad,Fashion,T-Shirt,2,2122.00,3183.00,2390.40,792.60,Cash,Online,1.00,Social Media,New,0.25,TRUE,December,12
101099,18/07/2025,C1157,Delhi,Beauty,Cream,2,4493.00,6739.50,6055.64,683.86,Cash,Store,1.00,None,New,0.25,TRUE,July,7
101100,23/01/2024,C1790,Vizag,Grocery,Rice,3,2017.00,5748.45,5053.03,695.42,Debit Card,Online,1.00,Social Media,Returning,0.05,TRUE,January,1
101101,18/03/2025,C1296,Vizag,Beauty,Cream,4,4912.00,15718.40,9638.08,6080.32,Credit Card,Store,1.00,None,New,0.20,TRUE,March,3
101102,09/07/2024,C1203,Delhi,Home,Chair,3,4170.00,10008.00,8621.92,1386.08,Wallet,Online,1.00,None,Returning,0.20,TRUE,July,7
101103,26/12/2024,C1363,Pune,Grocery,Snacks,4,1486.00,5944.00,3602.37,2341.63,Wallet,Store,1.00,Social Media,New,0.00,TRUE,December,12
101104,25/02/2024,C1706,Delhi,Grocery,Snacks,2,3660.00,6588.00,5313.66,1274.34,Cash,Store,1.00,Festival Offer,New,0.10,TRUE,February,2
101105,16/09/2025,C1238,Pune,Fashion,Jacket,5,4277.00,18177.25,17398.65,778.60,Credit Card,Online,1.00,Social Media,New,0.15,TRUE,September,9
101106,09/10/2025,C1448,Pune,Grocery,Snacks,1,3143.00,2671.55,1534.38,1137.17,UPI,Online,1.00,Social Media,Returning,0.15,TRUE,October,10
101107,30/08/2024,C1755,Mumbai,Beauty,Perfume,2,1102.00,1983.60,1217.71,765.89,Cash,Online,1.00,None,Returning,0.10,TRUE,August,8
101108,30/03/2025,C1755,Pune,Grocery,Snacks,5,1281.00,5444.25,3881.53,1562.72,Credit Card,Online,1.00,None,Returning,0.15,TRUE,March,3
101109,01/08/2025,C1746,Mumbai,Beauty,Perfume,4,2574.00,8236.80,7723.02,513.78,UPI,Store,1.00,None,New,0.20,TRUE,August,8
101110,01/05/2025,C1537,Chennai,Beauty,Cream,2,905.00,1719.50,983.74,735.76,Wallet,Store,1.00,Social Media,Returning,0.05,TRUE,May,5
101111,20/05/2024,C1204,Bengaluru,Home,Table,5,3985.00,14943.75,14058.33,885.42,Debit Card,Store,1.00,None,Returning,0.25,TRUE,May,5
101112,06/11/2025,C1525,Delhi,Home,Cookware,1,1808.00,1808.00,840.28,967.72,UPI,Store,1.00,Email,New,0.00,TRUE,November,11
101113,06/04/2025,C1254,Chennai,Home,Table,1,2577.00,2319.30,1432.73,886.57,Cash,Online,1.00,Festival Offer,Returning,0.10,TRUE,April,4
101114,28/12/2025,C1543,Mumbai,Sports,Yoga Mat,3,4034.00,11496.90,5934.11,5562.79,UPI,Store,1.00,Social Media,Returning,0.05,TRUE,December,12
101115,26/02/2024,C1761,Hyderabad,Grocery,Oil,2,598.00,897.00,690.49,206.51,Wallet,Store,1.00,Email,New,0.25,TRUE,February,2
101116,16/05/2025,C1456,Mumbai,Beauty,Face Wash,3,987.00,2664.90,2015.53,649.37,Wallet,Store,1.00,Email,New,0.10,TRUE,May,5
101117,27/10/2025,C1247,Mumbai,Electronics,Phone,1,1914.00,1626.90,1419.96,206.94,Wallet,Online,1.00,Social Media,New,0.15,TRUE,October,10
101118,13/08/2025,C1323,Delhi,Sports,Yoga Mat,2,697.00,1115.20,639.23,475.97,Cash,Store,1.00,None,Returning,0.20,TRUE,August,8
101119,29/07/2025,C1229,Mumbai,Electronics,Headphones,4,1133.00,3625.60,2501.71,1123.89,Debit Card,Store,1.00,Festival Offer,New,0.20,TRUE,July,7
101120,21/02/2025,C1694,Bengaluru,Grocery,Oil,2,2293.00,4586.00,2381.98,2204.02,Debit Card,Online,1.00,Email,Returning,0.00,TRUE,February,2
101121,27/06/2024,C1347,Vizag,Fashion,Jeans,3,1626.00,4634.10,4138.60,495.50,Credit Card,Online,1.00,Email,New,0.05,TRUE,June,6
101122,18/01/2025,C1244,Bengaluru,Sports,Football,1,3291.00,3126.45,2856.49,269.96,Cash,Online,1.00,Festival Offer,New,0.05,TRUE,January,1
101123,05/12/2025,C1325,Vizag,Beauty,Cream,2,2920.00,5548.00,4297.71,1250.29,UPI,Store,1.00,Social Media,New,0.05,TRUE,December,12
101124,07/05/2024,C1316,Bengaluru,Sports,Football,2,373.00,596.80,590.48,6.32,Credit Card,Online,1.00,Email,Returning,0.20,TRUE,May,5
101125,27/10/2024,C1087,Mumbai,Grocery,Snacks,4,1094.00,3282.00,2296.34,985.66,UPI,Store,1.00,Social Media,Returning,0.25,TRUE,October,10
101126,12/12/2025,C1184,Hyderabad,Electronics,Laptop,2,1161.00,2205.90,1945.61,260.29,Debit Card,Online,1.00,None,New,0.05,TRUE,December,12
101127,17/09/2024,C1692,Mumbai,Grocery,Snacks,2,3477.00,5910.90,3389.83,2521.07,Credit Card,Online,1.00,Festival Offer,Returning,0.15,TRUE,September,9
101128,07/12/2024,C1796,Chennai,Beauty,Cream,1,2898.00,2173.50,1420.13,753.37,Credit Card,Store,1.00,Social Media,New,0.25,TRUE,December,12
101129,05/04/2024,C1169,Delhi,Grocery,Rice,1,828.00,621.00,462.04,158.96,Debit Card,Store,1.00,None,New,0.25,TRUE,April,4
101130,22/02/2024,C1657,Bengaluru,Grocery,Rice,2,2475.00,4702.50,2829.89,1872.61,Credit Card,Online,1.00,None,Returning,0.05,TRUE,February,2
101131,10/07/2025,C1126,Hyderabad,Fashion,Jeans,1,4652.00,3489.00,2653.29,835.71,UPI,Store,1.00,Festival Offer,New,0.25,TRUE,July,7
101132,04/05/2025,C1068,Hyderabad,Beauty,Face Wash,3,1410.00,3595.50,2753.78,841.72,Debit Card,Online,1.00,Festival Offer,New,0.15,TRUE,May,5
101133,17/09/2025,C1621,Hyderabad,Grocery,Snacks,1,3375.00,3206.25,1835.90,1370.35,Wallet,Store,1.00,Festival Offer,Returning,0.05,TRUE,September,9
101134,29/10/2024,C1165,Hyderabad,Sports,Football,4,970.00,3298.00,2293.75,1004.25,Debit Card,Store,1.00,Festival Offer,Returning,0.15,TRUE,October,10
101135,06/08/2024,C1327,Delhi,Home,Chair,5,1475.00,6268.75,3801.67,2467.08,Wallet,Store,1.00,Social Media,Returning,0.15,TRUE,August,8
101136,28/02/2025,C1689,Bengaluru,Unavailable,Shoes,3,2366.00,6388.20,5872.30,515.90,Cash,Online,1.00,Festival Offer,Returning,0.10,TRUE,February,2
101137,02/09/2025,C1125,Hyderabad,Fashion,T-Shirt,5,1047.00,5235.00,3437.34,1797.66,Debit Card,Online,1.00,Social Media,Returning,0.00,TRUE,September,9
101138,04/06/2025,C1341,Hyderabad,Grocery,Snacks,2,1433.00,2436.10,1937.37,498.73,Debit Card,Online,1.00,Social Media,New,0.15,TRUE,June,6
101139,19/08/2024,C1635,Pune,Electronics,Headphones,2,739.00,1182.40,732.30,450.10,Cash,Store,1.00,Email,Returning,0.20,TRUE,August,8
101140,12/07/2025,C1263,Pune,Electronics,Headphones,3,3907.00,9962.85,9150.19,812.66,Debit Card,Store,1.00,Email,Returning,0.15,TRUE,July,7
101141,03/05/2024,C1532,Hyderabad,Sports,Bat,1,750.00,750.00,389.14,360.86,UPI,Store,1.00,Social Media,New,0.00,TRUE,May,5
101142,23/05/2024,C1285,Vizag,Fashion,Jeans,3,4813.00,12995.10,9483.06,3512.04,Debit Card,Store,1.00,Social Media,Returning,0.10,TRUE,May,5
101143,18/01/2025,C1621,Pune,Electronics,Headphones,1,506.00,379.50,244.30,135.20,Credit Card,Store,1.00,Social Media,New,0.25,TRUE,January,1
101144,23/04/2024,C1596,Mumbai,Sports,Shoes,4,664.00,2124.80,2028.87,95.93,Debit Card,Online,1.00,Social Media,Returning,0.20,TRUE,April,4
101145,19/07/2024,C1547,Delhi,Home,Lamp,2,375.00,750.00,346.39,403.61,UPI,Store,1.00,Social Media,New,0.00,TRUE,July,7
101146,31/10/2025,C1250,Delhi,Fashion,Jacket,3,3205.00,7692.00,5593.12,2098.88,Debit Card,Online,1.00,Social Media,Returning,0.20,TRUE,October,10
101147,17/03/2025,C1545,Hyderabad,Home,Chair,2,1885.00,3204.50,2009.38,1195.12,UPI,Store,1.00,Email,New,0.15,TRUE,March,3
101148,07/10/2025,C1178,Bengaluru,Fashion,Shoes,3,2326.00,5931.30,3539.59,2391.71,UPI,Online,1.00,Festival Offer,Returning,0.15,TRUE,October,10
101149,23/01/2025,C1328,Mumbai,Fashion,T-Shirt,5,3230.00,12112.50,11987.05,125.45,Wallet,Store,1.00,Email,Returning,0.25,TRUE,January,1
101150,12/03/2025,C1292,Chennai,Grocery,Rice,5,4440.00,17760.00,15782.48,1977.52,Credit Card,Online,1.00,Social Media,Returning,0.20,TRUE,March,3
101151,23/09/2025,C1484,Delhi,Fashion,Jacket,5,2247.00,11235.00,5770.28,5464.72,Wallet,Online,1.00,Email,Returning,0.00,TRUE,September,9
101152,25/10/2025,C1768,Delhi,Beauty,Cream,5,3923.00,16672.75,10360.58,6312.17,UPI,Store,1.00,Festival Offer,New,0.15,TRUE,October,10
101153,23/07/2024,C1181,Chennai,Fashion,Shoes,4,2051.00,7793.80,4698.92,3094.88,Cash,Store,1.00,Email,Returning,0.05,TRUE,July,7
101154,05/09/2025,C1702,Chennai,Electronics,Laptop,4,3970.00,14292.00,7503.83,6788.17,Debit Card,Store,1.00,Festival Offer,Returning,0.10,TRUE,September,9
101155,14/04/2025,C1705,Delhi,Fashion,Jeans,4,3731.00,13431.60,9035.35,4396.25,Wallet,Store,1.00,Email,Returning,0.10,TRUE,April,4
101156,21/03/2024,C1345,Pune,Electronics,Phone,5,1028.00,4369.00,3498.72,870.28,Cash,Store,1.00,Email,New,0.15,TRUE,March,3
101157,03/10/2025,C1101,Chennai,Beauty,Face Wash,2,3178.00,4767.00,2954.13,1812.87,Debit Card,Online,1.00,None,New,0.25,TRUE,October,10
101158,26/07/2024,C1213,Pune,Grocery,Oil,4,2446.00,9784.00,8006.64,1777.36,Debit Card,Store,1.00,Social Media,Returning,0.00,TRUE,July,7
101159,19/04/2024,C1076,Bengaluru,Grocery,Oil,2,4320.00,7344.00,7217.70,126.30,Cash,Store,1.00,Social Media,New,0.15,TRUE,April,4
101160,18/06/2025,C1431,Mumbai,Fashion,Shoes,1,3483.00,3134.70,2178.26,956.44,Credit Card,Store,1.00,Email,Returning,0.10,TRUE,June,6
101161,05/10/2025,C1612,Mumbai,Electronics,Laptop,5,2749.00,10996.00,6819.93,4176.07,Cash,Store,1.00,Festival Offer,New,0.20,TRUE,October,10
